Datum (MEZ),Residuallast,Day Ahead Auktion (DE-LU)
2025-03-01T03:45+01:00,40272.1,112.15
2025-03-01T04:00+01:00,40696.8,109.75
2025-03-01T04:15+01:00,40726.1,109.75
2025-03-01T04:30+01:00,40636.8,109.75
2025-03-01T04:45+01:00,40827.6,109.75
2025-03-01T05:00+01:00,41256.2,114.38
2025-03-01T05:15+01:00,41109.9,114.38
2025-03-01T05:30+01:00,41238.6,114.38
2025-03-01T05:45+01:00,41637.3,114.38
2025-03-01T06:00+01:00,41878.6,118.86
2025-03-01T06:15+01:00,42285,118.86
2025-03-01T06:30+01:00,42810,118.86
2025-03-01T06:45+01:00,42998.9,118.86
2025-03-01T07:00+01:00,43733.8,135.79
2025-03-01T07:15+01:00,43892.4,135.79
2025-03-01T07:30+01:00,44397.1,135.79
2025-03-01T07:45+01:00,44824.8,135.79
2025-03-01T08:00+01:00,44670.3,138.79
2025-03-01T08:15+01:00,44658.3,138.79
2025-03-01T08:30+01:00,44746.8,138.79
2025-03-01T08:45+01:00,44433.3,138.79
2025-03-01T09:00+01:00,43958.1,137.74
2025-03-01T09:15+01:00,43450.1,137.74
2025-03-01T09:30+01:00,43501.3,137.74
2025-03-01T09:45+01:00,43237.9,137.74
2025-03-01T10:00+01:00,42044.5,125.08
2025-03-01T10:15+01:00,41781.9,125.08
2025-03-01T10:30+01:00,40961.8,125.08
2025-03-01T10:45+01:00,40663.3,125.08
2025-03-01T11:00+01:00,39895.3,112.11
2025-03-01T11:15+01:00,39323.8,112.11
2025-03-01T11:30+01:00,38655.1,112.11
2025-03-01T11:45+01:00,37792.1,112.11
2025-03-01T12:00+01:00,36294.9,102.21
2025-03-01T12:15+01:00,35583.2,102.21
2025-03-01T12:30+01:00,35015.1,102.21
2025-03-01T12:45+01:00,34136.2,102.21
2025-03-01T13:00+01:00,33391.1,97.27
2025-03-01T13:15+01:00,32613.9,97.27
2025-03-01T13:30+01:00,32677.8,97.27
2025-03-01T13:45+01:00,32461.4,97.27
2025-03-01T14:00+01:00,32533.7,99.39
2025-03-01T14:15+01:00,32579.4,99.39
2025-03-01T14:30+01:00,32889.2,99.39
2025-03-01T14:45+01:00,33370.3,99.39
2025-03-01T15:00+01:00,34646,109.23
2025-03-01T15:15+01:00,35474.3,109.23
2025-03-01T15:30+01:00,36565.1,109.23
2025-03-01T15:45+01:00,37761.8,109.23
2025-03-01T16:00+01:00,39497.2,125.41
2025-03-01T16:15+01:00,40647.2,125.41
2025-03-01T16:30+01:00,42376.8,125.41
2025-03-01T16:45+01:00,44311.1,125.41
2025-03-01T17:00+01:00,46730.7,145
2025-03-01T17:15+01:00,48330.5,145
2025-03-01T17:30+01:00,49304.1,145
2025-03-01T17:45+01:00,50575.4,145
2025-03-01T18:00+01:00,51245.6,158.55
2025-03-01T18:15+01:00,51018.1,158.55
2025-03-01T18:30+01:00,51297.4,158.55
2025-03-01T18:45+01:00,51366.5,158.55
2025-03-01T19:00+01:00,50184.4,150.78
2025-03-01T19:15+01:00,49397.9,150.78
2025-03-01T19:30+01:00,48818.7,150.78
2025-03-01T19:45+01:00,47889,150.78
2025-03-01T20:00+01:00,46626.2,137.29
2025-03-01T20:15+01:00,45573.9,137.29
2025-03-01T20:30+01:00,44706.7,137.29
2025-03-01T20:45+01:00,43480.6,137.29
2025-03-01T21:00+01:00,42959.3,128.6
2025-03-01T21:15+01:00,42589.5,128.6
2025-03-01T21:30+01:00,42294.1,128.6
2025-03-01T21:45+01:00,42055.8,128.6
2025-03-01T22:00+01:00,41668.7,123.57
2025-03-01T22:15+01:00,41404.6,123.57
2025-03-01T22:30+01:00,40981.1,123.57
2025-03-01T22:45+01:00,40594.5,123.57
2025-03-01T23:00+01:00,39981.5,119.92
2025-03-01T23:15+01:00,39434.1,119.92
2025-03-01T23:30+01:00,38346.6,119.92
2025-03-01T23:45+01:00,37808.8,119.92
2025-03-02T00:00+01:00,36389.4,123.94
2025-03-02T00:15+01:00,35588.5,123.94
2025-03-02T00:30+01:00,35029.1,123.94
2025-03-02T00:45+01:00,34777.8,123.94
2025-03-02T01:00+01:00,34169.3,107.54
2025-03-02T01:15+01:00,33864.5,107.54
2025-03-02T01:30+01:00,33546.8,107.54
2025-03-02T01:45+01:00,32877.2,107.54
2025-03-02T02:00+01:00,32640,99.32
2025-03-02T02:15+01:00,32690.2,99.32
2025-03-02T02:30+01:00,32304.8,99.32
2025-03-02T02:45+01:00,31969,99.32
2025-03-02T03:00+01:00,32187.2,93.01
2025-03-02T03:15+01:00,32025.4,93.01
2025-03-02T03:30+01:00,32028.4,93.01
2025-03-02T03:45+01:00,32128.6,93.01
2025-03-02T04:00+01:00,32492.9,94.23
2025-03-02T04:15+01:00,32565.1,94.23
2025-03-02T04:30+01:00,32460,94.23
2025-03-02T04:45+01:00,32643.4,94.23
2025-03-02T05:00+01:00,32780.9,93.98
2025-03-02T05:15+01:00,32228.8,93.98
2025-03-02T05:30+01:00,31973.2,93.98
2025-03-02T05:45+01:00,31999.9,93.98
2025-03-02T06:00+01:00,32218.2,95.89
2025-03-02T06:15+01:00,32051.4,95.89
2025-03-02T06:30+01:00,32188.1,95.89
2025-03-02T06:45+01:00,32410.9,95.89
2025-03-02T07:00+01:00,32787.2,102.6
2025-03-02T07:15+01:00,32545.1,102.6
2025-03-02T07:30+01:00,32242.6,102.6
2025-03-02T07:45+01:00,31725.3,102.6
2025-03-02T08:00+01:00,30373.8,103.11
2025-03-02T08:15+01:00,28727.4,103.11
2025-03-02T08:30+01:00,27528.9,103.11
2025-03-02T08:45+01:00,26284.5,103.11
2025-03-02T09:00+01:00,24990.1,89
2025-03-02T09:15+01:00,23070.2,89
2025-03-02T09:30+01:00,21500.5,89
2025-03-02T09:45+01:00,19901.5,89
2025-03-02T10:00+01:00,18531,68.3
2025-03-02T10:15+01:00,16979.8,68.3
2025-03-02T10:30+01:00,15600.3,68.3
2025-03-02T10:45+01:00,14103.4,68.3
2025-03-02T11:00+01:00,12380.2,49
2025-03-02T11:15+01:00,11954.9,49
2025-03-02T11:30+01:00,10718.5,49
2025-03-02T11:45+01:00,10332.1,49
2025-03-02T12:00+01:00,8594.5,27.5
2025-03-02T12:15+01:00,8236,27.5
2025-03-02T12:30+01:00,7246.4,27.5
2025-03-02T12:45+01:00,7388.9,27.5
2025-03-02T13:00+01:00,6905.8,3.13
2025-03-02T13:15+01:00,6673.1,3.13
2025-03-02T13:30+01:00,6515.6,3.13
2025-03-02T13:45+01:00,7288.9,3.13
2025-03-02T14:00+01:00,8488.1,2.84
2025-03-02T14:15+01:00,9427.9,2.84
2025-03-02T14:30+01:00,10007.4,2.84
2025-03-02T14:45+01:00,10143.3,2.84
2025-03-02T15:00+01:00,13182.9,50.73
2025-03-02T15:15+01:00,13857.2,50.73
2025-03-02T15:30+01:00,15707.8,50.73
2025-03-02T15:45+01:00,18242.4,50.73
2025-03-02T16:00+01:00,22154.5,80.43
2025-03-02T16:15+01:00,24668.7,80.43
2025-03-02T16:30+01:00,27820.5,80.43
2025-03-02T16:45+01:00,31572.1,80.43
2025-03-02T17:00+01:00,35552.6,126.55
2025-03-02T17:15+01:00,39273.2,126.55
2025-03-02T17:30+01:00,42127.1,126.55
2025-03-02T17:45+01:00,43847.3,126.55
2025-03-02T18:00+01:00,44890.3,143.09
2025-03-02T18:15+01:00,44559.3,143.09
2025-03-02T18:30+01:00,45138.9,143.09
2025-03-02T18:45+01:00,45125.7,143.09
2025-03-02T19:00+01:00,44700.8,146.1
2025-03-02T19:15+01:00,43754.8,146.1
2025-03-02T19:30+01:00,43146.2,146.1
2025-03-02T19:45+01:00,42300.2,146.1
2025-03-02T20:00+01:00,41282.6,132.98
2025-03-02T20:15+01:00,40421.1,132.98
2025-03-02T20:30+01:00,39639.2,132.98
2025-03-02T20:45+01:00,38951.7,132.98
2025-03-02T21:00+01:00,38514.6,120
2025-03-02T21:15+01:00,37704.6,120
2025-03-02T21:30+01:00,37292.5,120
2025-03-02T21:45+01:00,37083.6,120
2025-03-02T22:00+01:00,37442.7,120.79
2025-03-02T22:15+01:00,36636.6,120.79
2025-03-02T22:30+01:00,36430.2,120.79
2025-03-02T22:45+01:00,35640.1,120.79
2025-03-02T23:00+01:00,35071.2,112.78
2025-03-02T23:15+01:00,34788.9,112.78
2025-03-02T23:30+01:00,33876.1,112.78
2025-03-02T23:45+01:00,33451,112.78
2025-03-03T00:00+01:00,32622.9,108.01
2025-03-03T00:15+01:00,31985.9,108.01
2025-03-03T00:30+01:00,31192.9,108.01
2025-03-03T00:45+01:00,30909.7,108.01
2025-03-03T01:00+01:00,30745.9,103.69
2025-03-03T01:15+01:00,30481.3,103.69
2025-03-03T01:30+01:00,30357.5,103.69
2025-03-03T01:45+01:00,30288.4,103.69
2025-03-03T02:00+01:00,29840.8,102.79
2025-03-03T02:15+01:00,29843,102.79
2025-03-03T02:30+01:00,29825.8,102.79
2025-03-03T02:45+01:00,29767.6,102.79
2025-03-03T03:00+01:00,29721.6,99.7
2025-03-03T03:15+01:00,29947.8,99.7
2025-03-03T03:30+01:00,30145.3,99.7
2025-03-03T03:45+01:00,30924.3,99.7
2025-03-03T04:00+01:00,32036.8,103.37
2025-03-03T04:15+01:00,32385.1,103.37
2025-03-03T04:30+01:00,32739.9,103.37
2025-03-03T04:45+01:00,33442.9,103.37
2025-03-03T05:00+01:00,34392.9,116.7
2025-03-03T05:15+01:00,34888,116.7
2025-03-03T05:30+01:00,35648.7,116.7
2025-03-03T05:45+01:00,37028,116.7
2025-03-03T06:00+01:00,39123.1,137.51
2025-03-03T06:15+01:00,40594.1,137.51
2025-03-03T06:30+01:00,37213.1,137.51
2025-03-03T06:45+01:00,42157.3,137.51
2025-03-03T07:00+01:00,43126.1,163
2025-03-03T07:15+01:00,42711,163
2025-03-03T07:30+01:00,41783.6,163
2025-03-03T07:45+01:00,39951.1,163
2025-03-03T08:00+01:00,37645.4,147.52
2025-03-03T08:15+01:00,35325.7,147.52
2025-03-03T08:30+01:00,33387.6,147.52
2025-03-03T08:45+01:00,31651.9,147.52
2025-03-03T09:00+01:00,28853.5,106.74
2025-03-03T09:15+01:00,26689.9,106.74
2025-03-03T09:30+01:00,24941.5,106.74
2025-03-03T09:45+01:00,18833.9,106.74
2025-03-03T10:00+01:00,20154.2,72.39
2025-03-03T10:15+01:00,18020.5,72.39
2025-03-03T10:30+01:00,16664.2,72.39
2025-03-03T10:45+01:00,15455.2,72.39
2025-03-03T11:00+01:00,13739.6,6.4
2025-03-03T11:15+01:00,12947.7,6.4
2025-03-03T11:30+01:00,12323.3,6.4
2025-03-03T11:45+01:00,11414.2,6.4
2025-03-03T12:00+01:00,10632,0.33
2025-03-03T12:15+01:00,10325.5,0.33
2025-03-03T12:30+01:00,10040.1,0.33
2025-03-03T12:45+01:00,10065.4,0.33
2025-03-03T13:00+01:00,10628.4,0.01
2025-03-03T13:15+01:00,10219,0.01
2025-03-03T13:30+01:00,10739.6,0.01
2025-03-03T13:45+01:00,10875.2,0.01
2025-03-03T14:00+01:00,12281.4,61.4
2025-03-03T14:15+01:00,12888.5,61.4
2025-03-03T14:30+01:00,14315,61.4
2025-03-03T14:45+01:00,15599,61.4
2025-03-03T15:00+01:00,18508.8,84.1
2025-03-03T15:15+01:00,20625.3,84.1
2025-03-03T15:30+01:00,23368.3,84.1
2025-03-03T15:45+01:00,26499.8,84.1
2025-03-03T16:00+01:00,30237,106.36
2025-03-03T16:15+01:00,32761.5,106.36
2025-03-03T16:30+01:00,36104.4,106.36
2025-03-03T16:45+01:00,39492.7,106.36
2025-03-03T17:00+01:00,43308.7,148.79
2025-03-03T17:15+01:00,46965.9,148.79
2025-03-03T17:30+01:00,49568.9,148.79
2025-03-03T17:45+01:00,51984.7,148.79
2025-03-03T18:00+01:00,52672.5,183.95
2025-03-03T18:15+01:00,53176,183.95
2025-03-03T18:30+01:00,53777.9,183.95
2025-03-03T18:45+01:00,54025.9,183.95
2025-03-03T19:00+01:00,53612.5,175.93
2025-03-03T19:15+01:00,53070.9,175.93
2025-03-03T19:30+01:00,52538,175.93
2025-03-03T19:45+01:00,51567.5,175.93
2025-03-03T20:00+01:00,50292.1,150.49
2025-03-03T20:15+01:00,49495,150.49
2025-03-03T20:30+01:00,48142.5,150.49
2025-03-03T20:45+01:00,47260.9,150.49
2025-03-03T21:00+01:00,46736.2,128.21
2025-03-03T21:15+01:00,46034.6,128.21
2025-03-03T21:30+01:00,45500.3,128.21
2025-03-03T21:45+01:00,44904.1,128.21
2025-03-03T22:00+01:00,44789.2,124.93
2025-03-03T22:15+01:00,43452.2,124.93
2025-03-03T22:30+01:00,42915,124.93
2025-03-03T22:45+01:00,42360.3,124.93
2025-03-03T23:00+01:00,41507.7,122.46
2025-03-03T23:15+01:00,40769.6,122.46
2025-03-03T23:30+01:00,40123.8,122.46
2025-03-03T23:45+01:00,39456.2,122.46
2025-03-04T00:00+01:00,39094.1,121
2025-03-04T00:15+01:00,38530,121
2025-03-04T00:30+01:00,38263.7,121
2025-03-04T00:45+01:00,37640.8,121
2025-03-04T01:00+01:00,37174.7,109.44
2025-03-04T01:15+01:00,37315.4,109.44
2025-03-04T01:30+01:00,37225.6,109.44
2025-03-04T01:45+01:00,36650.1,109.44
2025-03-04T02:00+01:00,36894.3,103.79
2025-03-04T02:15+01:00,37281.3,103.79
2025-03-04T02:30+01:00,37616,103.79
2025-03-04T02:45+01:00,37673.2,103.79
2025-03-04T03:00+01:00,37692.9,104.82
2025-03-04T03:15+01:00,37791,104.82
2025-03-04T03:30+01:00,38031.3,104.82
2025-03-04T03:45+01:00,38720,104.82
2025-03-04T04:00+01:00,36003.2,100.28
2025-03-04T04:15+01:00,40068.9,100.28
2025-03-04T04:30+01:00,40118.1,100.28
2025-03-04T04:45+01:00,40543.2,100.28
2025-03-04T05:00+01:00,41882.2,111.51
2025-03-04T05:15+01:00,42609.5,111.51
2025-03-04T05:30+01:00,43736.3,111.51
2025-03-04T05:45+01:00,45121.8,111.51
2025-03-04T06:00+01:00,46709.4,141.86
2025-03-04T06:15+01:00,48369.9,141.86
2025-03-04T06:30+01:00,49663.4,141.86
2025-03-04T06:45+01:00,50301.7,141.86
2025-03-04T07:00+01:00,51399.4,169.61
2025-03-04T07:15+01:00,50701,169.61
2025-03-04T07:30+01:00,49355.8,169.61
2025-03-04T07:45+01:00,47753.9,169.61
2025-03-04T08:00+01:00,46643.6,141.95
2025-03-04T08:15+01:00,44909.1,141.95
2025-03-04T08:30+01:00,42817.2,141.95
2025-03-04T08:45+01:00,41359.8,141.95
2025-03-04T09:00+01:00,36945.9,110.98
2025-03-04T09:15+01:00,34541.7,110.98
2025-03-04T09:30+01:00,32641.1,110.98
2025-03-04T09:45+01:00,30696.6,110.98
2025-03-04T10:00+01:00,27972.4,80.02
2025-03-04T10:15+01:00,25906.7,80.02
2025-03-04T10:30+01:00,24370.4,80.02
2025-03-04T10:45+01:00,22499.9,80.02
2025-03-04T11:00+01:00,19802,48.58
2025-03-04T11:15+01:00,18474.5,48.58
2025-03-04T11:30+01:00,18119.2,48.58
2025-03-04T11:45+01:00,17739.7,48.58
2025-03-04T12:00+01:00,11198.4,20.53
2025-03-04T12:15+01:00,13597.8,20.53
2025-03-04T12:30+01:00,13165.1,20.53
2025-03-04T12:45+01:00,13113.9,20.53
2025-03-04T13:00+01:00,13007.2,14.34
2025-03-04T13:15+01:00,12680.8,14.34
2025-03-04T13:30+01:00,12619.2,14.34
2025-03-04T13:45+01:00,12737.6,14.34
2025-03-04T14:00+01:00,13855.3,52.31
2025-03-04T14:15+01:00,14195.8,52.31
2025-03-04T14:30+01:00,14867.4,52.31
2025-03-04T14:45+01:00,16586.6,52.31
2025-03-04T15:00+01:00,18520.3,81.29
2025-03-04T15:15+01:00,19981.7,81.29
2025-03-04T15:30+01:00,22136.9,81.29
2025-03-04T15:45+01:00,24743.6,81.29
2025-03-04T16:00+01:00,28730.9,111.15
2025-03-04T16:15+01:00,31872.8,111.15
2025-03-04T16:30+01:00,35120.2,111.15
2025-03-04T16:45+01:00,39036.4,111.15
2025-03-04T17:00+01:00,44757,148.61
2025-03-04T17:15+01:00,47967.8,148.61
2025-03-04T17:30+01:00,50785.9,148.61
2025-03-04T17:45+01:00,52103.4,148.61
2025-03-04T18:00+01:00,52840.8,180.92
2025-03-04T18:15+01:00,52711.1,180.92
2025-03-04T18:30+01:00,53011.2,180.92
2025-03-04T18:45+01:00,53074,180.92
2025-03-04T19:00+01:00,51773.3,163.67
2025-03-04T19:15+01:00,50466.2,163.67
2025-03-04T19:30+01:00,50101,163.67
2025-03-04T19:45+01:00,48870.1,163.67
2025-03-04T20:00+01:00,46717.3,134.13
2025-03-04T20:15+01:00,45534.5,134.13
2025-03-04T20:30+01:00,44241.5,134.13
2025-03-04T20:45+01:00,39283.5,134.13
2025-03-04T21:00+01:00,42422.4,114.38
2025-03-04T21:15+01:00,41147.2,114.38
2025-03-04T21:30+01:00,40253.8,114.38
2025-03-04T21:45+01:00,39474.9,114.38
2025-03-04T22:00+01:00,38839.7,114.41
2025-03-04T22:15+01:00,37576.9,114.41
2025-03-04T22:30+01:00,36285,114.41
2025-03-04T22:45+01:00,34951,114.41
2025-03-04T23:00+01:00,34115.8,106.81
2025-03-04T23:15+01:00,33307.9,106.81
2025-03-04T23:30+01:00,32435.2,106.81
2025-03-04T23:45+01:00,31359,106.81
2025-03-05T00:00+01:00,29871.4,90.05
2025-03-05T00:15+01:00,29050.2,90.05
2025-03-05T00:30+01:00,28237.3,90.05
2025-03-05T00:45+01:00,27848.5,90.05
2025-03-05T01:00+01:00,27736.6,83.07
2025-03-05T01:15+01:00,28077.8,83.07
2025-03-05T01:30+01:00,27797.9,83.07
2025-03-05T01:45+01:00,27662.2,83.07
2025-03-05T02:00+01:00,27137.4,83.01
2025-03-05T02:15+01:00,26888.5,83.01
2025-03-05T02:30+01:00,26991.2,83.01
2025-03-05T02:45+01:00,27140.7,83.01
2025-03-05T03:00+01:00,27374.5,79.71
2025-03-05T03:15+01:00,27422.1,79.71
2025-03-05T03:30+01:00,27103.8,79.71
2025-03-05T03:45+01:00,27292.6,79.71
2025-03-05T04:00+01:00,27544.7,81.63
2025-03-05T04:15+01:00,27734.7,81.63
2025-03-05T04:30+01:00,28006,81.63
2025-03-05T04:45+01:00,28534.1,81.63
2025-03-05T05:00+01:00,29941.4,91.94
2025-03-05T05:15+01:00,30514.6,91.94
2025-03-05T05:30+01:00,31277,91.94
2025-03-05T05:45+01:00,32600.2,91.94
2025-03-05T06:00+01:00,34659.5,115.57
2025-03-05T06:15+01:00,36497.8,115.57
2025-03-05T06:30+01:00,37802.6,115.57
2025-03-05T06:45+01:00,38704.1,115.57
2025-03-05T07:00+01:00,39067.4,140.16
2025-03-05T07:15+01:00,38151.3,140.16
2025-03-05T07:30+01:00,36796,140.16
2025-03-05T07:45+01:00,35115.2,140.16
2025-03-05T08:00+01:00,32821.4,85.64
2025-03-05T08:15+01:00,31002.3,85.64
2025-03-05T08:30+01:00,28307,85.64
2025-03-05T08:45+01:00,25498,85.64
2025-03-05T09:00+01:00,22037.1,41.63
2025-03-05T09:15+01:00,20120.9,41.63
2025-03-05T09:30+01:00,18682.6,41.63
2025-03-05T09:45+01:00,16889.7,41.63
2025-03-05T10:00+01:00,14300.9,0.02
2025-03-05T10:15+01:00,11869,0.02
2025-03-05T10:30+01:00,11095.3,0.02
2025-03-05T10:45+01:00,10106,0.02
2025-03-05T11:00+01:00,8397.2,-0.07
2025-03-05T11:15+01:00,7316.1,-0.07
2025-03-05T11:30+01:00,7267.8,-0.07
2025-03-05T11:45+01:00,6438.4,-0.07
2025-03-05T12:00+01:00,6702.1,-4.28
2025-03-05T12:15+01:00,6370.6,-4.28
2025-03-05T12:30+01:00,6430.4,-4.28
2025-03-05T12:45+01:00,6706,-4.28
2025-03-05T13:00+01:00,7520.7,-3.7
2025-03-05T13:15+01:00,7987.3,-3.7
2025-03-05T13:30+01:00,7890.8,-3.7
2025-03-05T13:45+01:00,7843.5,-3.7
2025-03-05T14:00+01:00,8891.5,0.05
2025-03-05T14:15+01:00,9484.2,0.05
2025-03-05T14:30+01:00,10507.9,0.05
2025-03-05T14:45+01:00,11730.8,0.05
2025-03-05T15:00+01:00,14543.2,48.5
2025-03-05T15:15+01:00,16605.3,48.5
2025-03-05T15:30+01:00,18856.8,48.5
2025-03-05T15:45+01:00,21428.7,48.5
2025-03-05T16:00+01:00,25119.4,89.89
2025-03-05T16:15+01:00,28642.4,89.89
2025-03-05T16:30+01:00,32009.1,89.89
2025-03-05T16:45+01:00,36150.5,89.89
2025-03-05T17:00+01:00,40682.5,133.13
2025-03-05T17:15+01:00,44070.2,133.13
2025-03-05T17:30+01:00,46790.7,133.13
2025-03-05T17:45+01:00,48449.9,133.13
2025-03-05T18:00+01:00,48684.4,146.23
2025-03-05T18:15+01:00,48854.9,146.23
2025-03-05T18:30+01:00,48930.8,146.23
2025-03-05T18:45+01:00,49673.8,146.23
2025-03-05T19:00+01:00,49065.5,145.89
2025-03-05T19:15+01:00,48281.4,145.89
2025-03-05T19:30+01:00,47493,145.89
2025-03-05T19:45+01:00,47014.8,145.89
2025-03-05T20:00+01:00,45442,123
2025-03-05T20:15+01:00,44481.7,123
2025-03-05T20:30+01:00,43532.4,123
2025-03-05T20:45+01:00,42721.8,123
2025-03-05T21:00+01:00,41493.7,108.12
2025-03-05T21:15+01:00,40105.5,108.12
2025-03-05T21:30+01:00,39357,108.12
2025-03-05T21:45+01:00,39023.2,108.12
2025-03-05T22:00+01:00,38331.8,109.12
2025-03-05T22:15+01:00,37537.9,109.12
2025-03-05T22:30+01:00,36514.5,109.12
2025-03-05T22:45+01:00,35828.2,109.12
2025-03-05T23:00+01:00,34396.1,96.98
2025-03-05T23:15+01:00,33655,96.98
2025-03-05T23:30+01:00,32464.8,96.98
2025-03-05T23:45+01:00,31713.4,96.98
2025-03-06T00:00+01:00,30810.7,83.9
2025-03-06T00:15+01:00,30663.5,83.9
2025-03-06T00:30+01:00,30291,83.9
2025-03-06T00:45+01:00,30134.1,83.9
2025-03-06T01:00+01:00,30011.9,84.84
2025-03-06T01:15+01:00,29631.2,84.84
2025-03-06T01:30+01:00,29494.1,84.84
2025-03-06T01:45+01:00,29199.8,84.84
2025-03-06T02:00+01:00,28595,87
2025-03-06T02:15+01:00,28920.8,87
2025-03-06T02:30+01:00,28974,87
2025-03-06T02:45+01:00,29047,87
2025-03-06T03:00+01:00,28609.3,88.12
2025-03-06T03:15+01:00,28759.8,88.12
2025-03-06T03:30+01:00,29145.5,88.12
2025-03-06T03:45+01:00,29540.5,88.12
2025-03-06T04:00+01:00,29726.2,94.56
2025-03-06T04:15+01:00,30233,94.56
2025-03-06T04:30+01:00,31212.2,94.56
2025-03-06T04:45+01:00,31777.5,94.56
2025-03-06T05:00+01:00,33318.1,95.91
2025-03-06T05:15+01:00,33851.4,95.91
2025-03-06T05:30+01:00,35422.7,95.91
2025-03-06T05:45+01:00,36709.1,95.91
2025-03-06T06:00+01:00,39516.1,139.28
2025-03-06T06:15+01:00,41409.3,139.28
2025-03-06T06:30+01:00,43103.2,139.28
2025-03-06T06:45+01:00,44095.3,139.28
2025-03-06T07:00+01:00,44715.7,151.32
2025-03-06T07:15+01:00,44155.6,151.32
2025-03-06T07:30+01:00,42897.2,151.32
2025-03-06T07:45+01:00,41869.1,151.32
2025-03-06T08:00+01:00,39543.4,108.5
2025-03-06T08:15+01:00,37521.1,108.5
2025-03-06T08:30+01:00,34876.5,108.5
2025-03-06T08:45+01:00,32153.3,108.5
2025-03-06T09:00+01:00,29557.7,78.7
2025-03-06T09:15+01:00,27911.9,78.7
2025-03-06T09:30+01:00,26611.8,78.7
2025-03-06T09:45+01:00,25216.6,78.7
2025-03-06T10:00+01:00,23392,50.47
2025-03-06T10:15+01:00,21972.8,50.47
2025-03-06T10:30+01:00,20513.2,50.47
2025-03-06T10:45+01:00,19627.2,50.47
2025-03-06T11:00+01:00,17063,4.02
2025-03-06T11:15+01:00,16125.9,4.02
2025-03-06T11:30+01:00,15922.7,4.02
2025-03-06T11:45+01:00,15457.6,4.02
2025-03-06T12:00+01:00,13252.8,0.08
2025-03-06T12:15+01:00,12551.5,0.08
2025-03-06T12:30+01:00,7616.7,0.08
2025-03-06T12:45+01:00,11614.4,0.08
2025-03-06T13:00+01:00,12154.1,0.02
2025-03-06T13:15+01:00,12214.3,0.02
2025-03-06T13:30+01:00,13030.5,0.02
2025-03-06T13:45+01:00,13042.3,0.02
2025-03-06T14:00+01:00,14194.4,13.16
2025-03-06T14:15+01:00,15029.7,13.16
2025-03-06T14:30+01:00,16765.1,13.16
2025-03-06T14:45+01:00,18155,13.16
2025-03-06T15:00+01:00,21009.7,71
2025-03-06T15:15+01:00,22666,71
2025-03-06T15:30+01:00,25312.4,71
2025-03-06T15:45+01:00,28187.6,71
2025-03-06T16:00+01:00,31912.8,116.52
2025-03-06T16:15+01:00,35825.6,116.52
2025-03-06T16:30+01:00,39550.2,116.52
2025-03-06T16:45+01:00,43686.9,116.52
2025-03-06T17:00+01:00,47972.6,148.95
2025-03-06T17:15+01:00,51608.8,148.95
2025-03-06T17:30+01:00,54491.2,148.95
2025-03-06T17:45+01:00,55787.6,148.95
2025-03-06T18:00+01:00,56602.7,165.36
2025-03-06T18:15+01:00,56788.5,165.36
2025-03-06T18:30+01:00,56892.4,165.36
2025-03-06T18:45+01:00,56513.7,165.36
2025-03-06T19:00+01:00,55971.9,149.1
2025-03-06T19:15+01:00,54720.4,149.1
2025-03-06T19:30+01:00,53397.3,149.1
2025-03-06T19:45+01:00,52516.2,149.1
2025-03-06T20:00+01:00,50313.9,125.64
2025-03-06T20:15+01:00,48856.8,125.64
2025-03-06T20:30+01:00,47199.6,125.64
2025-03-06T20:45+01:00,46060,125.64
2025-03-06T21:00+01:00,44635.2,106.63
2025-03-06T21:15+01:00,43315.7,106.63
2025-03-06T21:30+01:00,41644.7,106.63
2025-03-06T21:45+01:00,40651.4,106.63
2025-03-06T22:00+01:00,39844.9,101.47
2025-03-06T22:15+01:00,39031,101.47
2025-03-06T22:30+01:00,38179.4,101.47
2025-03-06T22:45+01:00,36701.5,101.47
2025-03-06T23:00+01:00,35895.1,91.11
2025-03-06T23:15+01:00,35738.1,91.11
2025-03-06T23:30+01:00,35167.3,91.11
2025-03-06T23:45+01:00,34345.5,91.11
2025-03-07T00:00+01:00,33306.2,90.27
2025-03-07T00:15+01:00,33423.2,90.27
2025-03-07T00:30+01:00,33570.8,90.27
2025-03-07T00:45+01:00,33034.6,90.27
2025-03-07T01:00+01:00,32644.7,90.27
2025-03-07T01:15+01:00,32881.4,90.27
2025-03-07T01:30+01:00,33028.7,90.27
2025-03-07T01:45+01:00,32918.2,90.27
2025-03-07T02:00+01:00,32283.8,91.38
2025-03-07T02:15+01:00,32220.7,91.38
2025-03-07T02:30+01:00,32381.1,91.38
2025-03-07T02:45+01:00,32603,91.38
2025-03-07T03:00+01:00,32788.6,91.69
2025-03-07T03:15+01:00,32900.8,91.69
2025-03-07T03:30+01:00,33417.2,91.69
2025-03-07T03:45+01:00,33968.5,91.69
2025-03-07T04:00+01:00,34895.9,99
2025-03-07T04:15+01:00,35491.2,99
2025-03-07T04:30+01:00,35959.2,99
2025-03-07T04:45+01:00,36386.6,99
2025-03-07T05:00+01:00,37981.1,115.17
2025-03-07T05:15+01:00,38877.5,115.17
2025-03-07T05:30+01:00,40042.3,115.17
2025-03-07T05:45+01:00,41328.2,115.17
2025-03-07T06:00+01:00,43568.5,135.67
2025-03-07T06:15+01:00,45721.3,135.67
2025-03-07T06:30+01:00,46996.7,135.67
2025-03-07T06:45+01:00,48029.2,135.67
