Date;Consumption;Production;Battery Charging;Battery Discharging;"Battery 
BYD B-BOX H with Kostal PLENTICORE plus and Energy Manager EM300-LR - SOC";"Inverter 
Kostal PLENTICORE plus - currentPower";"Inverter 
Kostal PLENTICORE plus - activeDevice";"Smart Meter 
KOSTAL EM - currentPower";"Smart Meter 
KOSTAL EM - activeDevice";"Energy Measurement 
Wärmepumpe Innen - currentPower";"Energy Measurement 
Wärmepumpe Innen - activeDevice";"Energy Measurement 
Wärmepumpe Außen - currentPower";"Energy Measurement 
Wärmepumpe Außen - activeDevice";"Car Charging 
KEBA Wallbox P30 - currentPower";"Car Charging 
KEBA Wallbox P30 - activeDevice";"Heatpump 
PV Ready Switch - currentPower 
";"Heatpump 
PV Ready Switch - activeDevice 
";"Heatpump 
PV Ready Switch - currentWaterTemp 
"
2025-06-26T21:45:00+02:00;287;0;0;292;81;0,33;1;-12;1;5;1;7;1;0;0;0;0;
2025-06-26T22:00:00+02:00;265;2;0;266;80;1,67;1;-9,67;1;5;1;7;1;0;0;0;0;
2025-06-26T22:15:00+02:00;368;0;0;371;80;0,33;1;-10;1;5;1;7;1;0;0;0;0;
2025-06-26T22:30:00+02:00;515;0;0;503;78;0;0;5;1;5,67;1;7;1;0;0;0;0;
2025-06-26T22:45:00+02:00;381;0;0;371;77;0;0;3;1;5,33;1;7;1;0;0;0;0;
2025-06-26T23:00:00+02:00;207;0;0;191;76;0;0;9,33;1;5,33;1;7;1;0;0;0;0;
2025-06-26T23:15:00+02:00;215;0;0;206;76;0;0;1;1;5;1;7;1;0;0;0;0;
2025-06-26T23:30:00+02:00;252;0;0;235;75;0;0;8;1;5;1;7;1;0;0;0;0;
2025-06-26T23:45:00+02:00;248;0;0;230;74;0;0;10,33;1;5;1;7;1;0;0;0;0;
2025-06-27T00:00:00+02:00;201;0;0;179;74;0;0;14,67;1;5;1;7;1;0;0;0;0;
2025-06-27T00:15:00+02:00;171;0;0;178;74;0;0;-14;1;5;1;7;1;0;0;0;0;
2025-06-27T00:30:00+02:00;241;0;0;230;73;0;0;4,33;1;5;1;7;1;0;0;0;0;
2025-06-27T00:45:00+02:00;231;0;0;222;72;0;0;2,33;1;5;1;7;1;0;0;0;0;
2025-06-27T01:00:00+02:00;214;0;0;205;72;0;0;1,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T01:15:00+02:00;175;0;0;167;72;0;0;-0,33;1;5,33;1;7;1;0;0;0;0;
2025-06-27T01:30:00+02:00;239;0;0;225;71;0;0;6,33;1;5;1;7;1;0;0;0;0;
2025-06-27T01:45:00+02:00;237;0;0;227;70;0;0;3;1;5;1;7;1;0;0;0;0;
2025-06-27T02:00:00+02:00;204;0;0;203;70;0;0;-5,33;1;5;1;7;1;0;0;0;0;
2025-06-27T02:15:00+02:00;161;0;0;155;70;0;0;-3,33;1;5;1;7;1;0;0;0;0;
2025-06-27T02:30:00+02:00;218;0;0;210;69;0;0;2;1;5;1;7;1;0;0;0;0;
2025-06-27T02:45:00+02:00;235;0;0;218;69;0;0;9,33;1;5;1;7;1;0;0;0;0;
2025-06-27T03:00:00+02:00;243;0;0;239;68;0;0;-4,67;1;5;1;7;1;0;0;0;0;
2025-06-27T03:15:00+02:00;521;0;0;526;66;0;0;-12;1;5,33;1;7;1;0;0;0;0;
2025-06-27T03:30:00+02:00;192;0;0;189;65;0;0;-3;1;5,33;1;7;1;0;0;0;0;
2025-06-27T03:45:00+02:00;252;0;0;233;65;0;0;11,33;1;5;1;7;1;0;0;0;0;
2025-06-27T04:00:00+02:00;238;0;0;228;64;0;0;3,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T04:15:00+02:00;226;0;0;214;64;0;0;4,67;1;5;1;7;1;0;0;0;0;
2025-06-27T04:30:00+02:00;221;0;0;215;63;0,33;1;-3;1;5;1;7;1;0;0;0;0;
2025-06-27T04:45:00+02:00;227;1;0;216;63;0,67;1;5,33;1;5;1;7;1;0;0;0;0;
2025-06-27T05:00:00+02:00;194;0;0;164;62;0;0;23;1;5;1;7;1;0;0;0;0;
2025-06-27T05:15:00+02:00;204;0;0;193;62;0;0;3,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T05:30:00+02:00;235;1;0;224;61;0,67;1;2;1;5;1;7;1;0;0;0;0;
2025-06-27T05:45:00+02:00;200;19;0;170;61;19;1;3,67;1;5;1;7;1;0;0;0;0;
2025-06-27T06:00:00+02:00;183;81;0;93;61;80,67;1;2,67;1;5;1;7;1;0;0;0;0;
2025-06-27T06:15:00+02:00;124;170;0;18;61;169,67;1;-67,67;1;5;1;7;1;0;0;0;0;
2025-06-27T06:30:00+02:00;183;250;0;17;61;250;1;-89,67;1;5;1;7;1;0;0;0;0;
2025-06-27T06:45:00+02:00;179;273;0;17;60;273;1;-113;1;5;1;7;1;0;0;0;0;
2025-06-27T07:00:00+02:00;182;335;0;14;60;334,67;1;-169,67;1;5;1;7;1;0;0;0;0;
2025-06-27T07:15:00+02:00;169;397;0;15;60;397;1;-243,67;1;5;1;41,33;1;0;0;0;0;
2025-06-27T07:30:00+02:00;226;531;0;19;60;531;1;-323,67;1;5,33;1;67;1;0;0;0;0;
2025-06-27T07:45:00+02:00;182;900;0;19;60;900;1;-736,33;1;5;1;7;1;0;0;0;0;
2025-06-27T08:00:00+02:00;182;1019;0;19;60;1019,33;1;-856;1;5;1;7;1;0;0;0;0;
2025-06-27T08:15:00+02:00;148;881;0;19;60;880,67;1;-751,67;1;5;1;7;1;0;0;0;0;
2025-06-27T08:30:00+02:00;214;1161;0;19;60;1161;1;-967;1;5;1;41;1;0;0;0;0;
2025-06-27T08:45:00+02:00;299;1976;0;21;60;1976;1;-1697;1;5;1;72;1;0;0;0;0;
2025-06-27T09:00:00+02:00;299;2342;0;21;60;2341,67;1;-2064;1;5;1;20,67;1;0;0;0;0;
2025-06-27T09:15:00+02:00;148;2286;0;22;60;2286;1;-2159,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T09:30:00+02:00;165;2634;0;22;60;2633,67;1;-2490,67;1;5;1;7;1;0;0;0;0;
2025-06-27T09:45:00+02:00;213;3288;0;23;60;3288;1;-3098,33;1;5,67;1;25,67;1;0;0;0;0;
2025-06-27T10:00:00+02:00;250;3351;1004;7;61;3351,33;1;-2102,33;1;5,67;1;72,33;1;0;0;0;0;
2025-06-27T10:15:00+02:00;178;4363;1485;0;65;4362,33;1;-2705,33;1;5;1;9,33;1;0;0;0;0;
2025-06-27T10:30:00+02:00;168;3842;1482;0;70;3841,67;1;-2192;1;5;1;7;1;0;0;0;0;
2025-06-27T10:45:00+02:00;198;3121;1482;0;74;3121;1;-1440,33;1;5,33;1;7;1;0;0;0;0;
2025-06-27T11:00:00+02:00;187;4132;1128;0;77;4131,67;1;-2816,33;1;5;1;7;1;0;0;0;0;
2025-06-27T11:15:00+02:00;137;5011;946;0;79;5011,33;1;-3937;1;5;1;7;1;0;0;0;0;
2025-06-27T11:30:00+02:00;171;4648;946;0;82;4648,33;1;-3541;1;5;1;7;1;0;0;0;0;
2025-06-27T11:45:00+02:00;204;4432;946;0;84;4432;1;-3281;1;5;1;7;1;0;0;0;0;
2025-06-27T12:00:00+02:00;215;4236;782;0;86;4236;1;-3242;1;5;1;7;1;0;0;0;0;
2025-06-27T12:15:00+02:00;127;6003;691;0;88;6002,67;1;-5193;1;6,33;1;7;1;0;0;0;0;
2025-06-27T12:30:00+02:00;743;5281;689;0;90;5281;1;-3865,33;1;22,33;1;580,67;1;0;0;0;0;
2025-06-27T12:45:00+02:00;1251;4860;691;0;92;4860;1;-2940;1;16,67;1;1016;1;0;0;0;0;
2025-06-27T13:00:00+02:00;1331;7755;469;0;94;7755,33;1;-5997,67;1;18;1;1108;1;0;0;0;0;
2025-06-27T13:15:00+02:00;1316;4222;782;0;94;4221,67;1;-2120;1;17,33;1;1179;1;0;0;0;0;
2025-06-27T13:30:00+02:00;738;5316;2581;0;99;5316;1;-2030;1;10,67;1;483,33;1;0;0;0;0;
2025-06-27T13:45:00+02:00;235;8286;26;0;100;8285,67;1;-8096,33;1;5,33;1;7;1;0;0;0;0;
2025-06-27T14:00:00+02:00;253;6543;26;0;100;6543,33;1;-6316,33;1;5;1;7;1;0;0;0;0;
2025-06-27T14:15:00+02:00;203;7730;26;0;100;7730;1;-7511,33;1;5,33;1;7;1;0;0;0;0;
2025-06-27T14:30:00+02:00;200;7166;25;0;100;7166;1;-7009;1;5,33;1;7;1;0;0;0;0;
2025-06-27T14:45:00+02:00;166;6292;27;0;100;6291,67;1;-6096,33;1;5;1;7;1;0;0;0;0;
2025-06-27T15:00:00+02:00;199;5694;24;0;99;5693,67;1;-5515;1;5,33;1;7;1;0;0;0;0;
2025-06-27T15:15:00+02:00;314;5591;27;0;98;5591;1;-5378,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T15:30:00+02:00;232;5368;28;0;98;5367,67;1;-5121,67;1;5;1;7;1;0;0;0;0;
2025-06-27T15:45:00+02:00;187;4709;26;0;98;4709;1;-4508,67;1;5;1;7;1;0;0;0;0;
2025-06-27T16:00:00+02:00;322;3115;27;0;98;3115,33;1;-2811,33;1;5;1;7;1;0;0;0;0;
2025-06-27T16:15:00+02:00;323;5333;26;0;98;5333,33;1;-4987,67;1;5;1;7;1;0;0;0;0;
2025-06-27T16:30:00+02:00;293;4661;26;0;98;4660,67;1;-4346;1;5;1;7;1;0;0;0;0;
2025-06-27T16:45:00+02:00;325;5372;26;0;98;5372,33;1;-5025,33;1;5;1;7;1;0;0;0;0;
2025-06-27T17:00:00+02:00;262;4955;27;0;98;4955;1;-4665,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T17:15:00+02:00;217;3337;29;0;98;3337;1;-3094;1;5;1;7;1;0;0;0;0;
2025-06-27T17:30:00+02:00;269;2917;16;0;98;2917,33;1;-2632;1;5,33;1;7;1;0;0;0;0;
2025-06-27T17:45:00+02:00;244;4468;10;0;98;4467,67;1;-4214;1;5;1;7;1;0;0;0;0;
2025-06-27T18:00:00+02:00;247;3219;11;0;98;3219,33;1;-2965,33;1;5;1;7;1;0;0;0;0;
2025-06-27T18:15:00+02:00;196;4446;11;0;98;4446,33;1;-4238,33;1;5;1;7;1;0;0;0;0;
2025-06-27T18:30:00+02:00;224;4129;12;0;98;4128,67;1;-3892,33;1;5;1;7;1;0;0;0;0;
2025-06-27T18:45:00+02:00;232;3224;13;0;98;3223,67;1;-2978,33;1;5;1;7;1;0;0;0;0;
2025-06-27T19:00:00+02:00;217;576;14;0;98;575,67;1;-344,33;1;5;1;7;1;0;0;0;0;
2025-06-27T19:15:00+02:00;185;841;16;0;98;841,33;1;-639,67;1;5;1;7;1;0;0;0;0;
2025-06-27T19:30:00+02:00;185;1079;16;0;98;1079,33;1;-877,33;1;5;1;7;1;0;0;0;0;
2025-06-27T19:45:00+02:00;234;875;16;0;98;875;1;-625;1;5,33;1;7;1;0;0;0;0;
2025-06-27T20:00:00+02:00;220;578;14;0;98;578,33;1;-342,67;1;5;1;7;1;0;0;0;0;
2025-06-27T20:15:00+02:00;203;303;4;0;98;303,33;1;-91,67;1;5;1;7;1;0;0;0;0;
2025-06-27T20:30:00+02:00;179;246;0;2;98;246,33;1;-67,67;1;5;1;7;1;0;0;0;0;
2025-06-27T20:45:00+02:00;312;159;0;150;98;159;1;-5,33;1;5;1;7;1;0;0;0;0;
2025-06-27T21:00:00+02:00;323;97;0;221;97;97;1;-1;1;5,33;1;7;1;0;0;0;0;
2025-06-27T21:15:00+02:00;351;28;0;324;96;27,67;1;-8;1;5,33;1;7;1;0;0;0;0;
2025-06-27T21:30:00+02:00;300;5;0;295;96;5;1;-7;1;5,67;1;7;1;0;0;0;0;
2025-06-27T21:45:00+02:00;375;2;0;352;95;2;1;13,67;1;5,67;1;7;1;0;0;0;0;
2025-06-27T22:00:00+02:00;372;2;0;363;94;1,67;1;-0,33;1;5;1;7;1;0;0;0;0;
2025-06-27T22:15:00+02:00;416;2;0;410;93;2;1;-3;1;5;1;7;1;0;0;0;0;
2025-06-27T22:30:00+02:00;316;0;0;312;92;0,33;1;-3,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T22:45:00+02:00;368;0;0;357;91;0;0;3,33;1;5;1;7;1;0;0;0;0;
2025-06-27T23:00:00+02:00;373;0;0;373;90;0;0;-6,67;1;5,33;1;7;1;0;0;0;0;
2025-06-27T23:15:00+02:00;387;0;0;371;89;0;0;8,33;1;5,33;1;7;1;0;0;0;0;
2025-06-27T23:30:00+02:00;321;0;0;315;88;0;0;0;0;5,33;1;7;1;0;0;0;0;
2025-06-27T23:45:00+02:00;359;0;0;352;88;0;0;1;1;5,33;1;7;1;0;0;0;0;
2025-06-28T00:00:00+02:00;373;0;0;338;87;0;0;28,67;1;5;1;7;1;0;0;0;0;
2025-06-28T00:15:00+02:00;260;0;0;255;86;0;0;-2;1;5;1;7;1;0;0;0;0;
2025-06-28T00:30:00+02:00;183;0;0;184;85;0;0;-8,33;1;5;1;7;1;0;0;0;0;
2025-06-28T00:45:00+02:00;199;0;0;194;85;0;0;-2;1;5;1;7;1;0;0;0;0;
2025-06-28T01:00:00+02:00;242;0;0;234;84;0;0;0,33;1;5;1;7;1;0;0;0;0;
2025-06-28T01:15:00+02:00;229;0;0;230;84;0;0;-7;1;5;1;7;1;0;0;0;0;
2025-06-28T01:30:00+02:00;187;0;0;177;83;0;0;2;1;5;1;7;1;0;0;0;0;
2025-06-28T01:45:00+02:00;198;0;0;184;83;0;0;5;1;5;1;7;1;0;0;0;0;
2025-06-28T02:00:00+02:00;231;0;0;228;82;0;0;-3,33;1;5,33;1;7;1;0;0;0;0;
2025-06-28T02:15:00+02:00;245;0;0;222;82;0;0;15;1;5;1;7;1;0;0;0;0;
2025-06-28T02:30:00+02:00;185;0;0;179;81;0;0;-1;1;5;1;7;1;0;0;0;0;
2025-06-28T02:45:00+02:00;190;0;0;195;81;0;0;-11,33;1;5;1;7;1;0;0;0;0;
2025-06-28T03:00:00+02:00;226;0;0;219;80;0;0;-0,67;1;5;1;7;1;0;0;0;0;
2025-06-28T03:15:00+02:00;218;0;0;220;80;0;0;-9,33;1;5;1;7;1;0;0;0;0;
2025-06-28T03:30:00+02:00;179;0;0;171;79;0;0;0,67;1;5;1;7;1;0;0;0;0;
2025-06-28T03:45:00+02:00;207;0;0;200;79;0;0;0,67;1;5;1;7;1;0;0;0;0;
2025-06-28T04:00:00+02:00;237;0;0;232;78;0;0;-1,67;1;5;1;7;1;0;0;0;0;
2025-06-28T04:15:00+02:00;225;0;0;221;78;0;0;-3;1;5,33;1;7;1;0;0;0;0;
2025-06-28T04:30:00+02:00;164;0;0;163;77;0,33;1;-6,67;1;5,33;1;7;1;0;0;0;0;
2025-06-28T04:45:00+02:00;219;1;0;214;77;1,33;1;-3,33;1;5;1;7;1;0;0;0;0;
2025-06-28T05:00:00+02:00;261;0;0;254;76;0;0;-1;1;5;1;7;1;0;0;0;0;
2025-06-28T05:15:00+02:00;248;1;0;243;76;1,33;1;-3;1;5;1;7;1;0;0;0;0;
2025-06-28T05:30:00+02:00;1450;1;0;1430;74;1,33;1;11;1;27;1;1240,33;1;0;0;0;0;
2025-06-28T05:45:00+02:00;3067;0;0;3058;67;0;0;1;1;38,33;1;2792,33;1;0;0;0;0;
2025-06-28T06:00:00+02:00;1634;47;0;1579;61;47;1;0,67;1;32;1;1389;1;0;0;0;0;
2025-06-28T06:15:00+02:00;207;145;0;67;60;144,67;1;-10,67;1;5;1;7;1;0;0;0;0;
2025-06-28T06:30:00+02:00;142;203;0;23;60;203;1;-87,33;1;5;1;7;1;0;0;0;0;
2025-06-28T06:45:00+02:00;198;244;0;23;60;243,67;1;-73,33;1;5;1;7;1;0;0;0;0;
2025-06-28T07:00:00+02:00;197;418;0;20;60;418,33;1;-243;1;5;1;7;1;0;0;0;0;
2025-06-28T07:15:00+02:00;170;645;0;19;60;645;1;-493,67;1;5;1;7;1;0;0;0;0;
2025-06-28T07:30:00+02:00;137;469;0;19;60;468,67;1;-349,33;1;5;1;7;1;0;0;0;0;
2025-06-28T07:45:00+02:00;200;394;0;20;60;393,67;1;-215;1;5;1;7;1;0;0;0;0;
2025-06-28T08:00:00+02:00;227;445;0;21;60;444,67;1;-239,67;1;5;1;7;1;0;0;0;0;
2025-06-28T08:15:00+02:00;168;595;0;19;60;594,67;1;-445,67;1;5;1;7;1;0;0;0;0;
2025-06-28T08:30:00+02:00;151;914;0;18;60;914;1;-781,33;1;5;1;7;1;0;0;0;0;
2025-06-28T08:45:00+02:00;212;1212;0;19;60;1211,67;1;-1018,67;1;5;1;7;1;0;0;0;0;
2025-06-28T09:00:00+02:00;225;1470;0;19;60;1469,67;1;-1264;1;5;1;7;1;0;0;0;0;
2025-06-28T09:15:00+02:00;221;1809;0;29;60;1809;1;-1620,67;1;5;1;7;1;0;0;0;0;
2025-06-28T09:30:00+02:00;274;2998;0;31;59;2998,33;1;-2755,67;1;5;1;7;1;0;0;0;0;
2025-06-28T09:45:00+02:00;321;3770;0;32;59;3770,33;1;-3481,33;1;5;1;7;1;0;0;0;0;
2025-06-28T10:00:00+02:00;275;4262;1047;10;61;4262,33;1;-2948,33;1;5;1;7;1;0;0;0;0;
2025-06-28T10:15:00+02:00;337;4826;1545;0;65;4826;1;-2942,33;1;5;1;7;1;0;0;0;0;
2025-06-28T10:30:00+02:00;1495;3155;927;276;68;3154,67;1;-1005,67;1;5,67;1;7;1;0;0;0;0;
2025-06-28T10:45:00+02:00;2458;2225;333;830;68;2225,33;1;-267,33;1;6;1;7;1;0;0;0;0;
2025-06-28T11:00:00+02:00;980;1887;929;179;68;1886,67;1;-151,67;1;5,67;1;7;1;0;0;0;0;
2025-06-28T11:15:00+02:00;421;1664;1157;0;71;1664,33;1;-78;1;5,67;1;7;1;0;0;0;0;
2025-06-28T11:30:00+02:00;434;5435;1239;0;74;5434,67;1;-3766,67;1;5;1;7;1;0;0;0;0;
2025-06-28T11:45:00+02:00;351;6746;1337;0;78;6746;1;-5063;1;5;1;7;1;0;0;0;0;
2025-06-28T12:00:00+02:00;359;7204;1078;0;81;7204,33;1;-5764,67;1;5;1;7;1;0;0;0;0;
2025-06-28T12:15:00+02:00;271;7448;926;0;83;7448,33;1;-6250;1;5,33;1;7;1;0;0;0;0;
2025-06-28T12:30:00+02:00;360;7637;925;0;85;7636,67;1;-6350,33;1;5;1;7;1;0;0;0;0;
2025-06-28T12:45:00+02:00;383;7761;925;0;87;7761,33;1;-6451,67;1;5,67;1;7;1;0;0;0;0;
2025-06-28T13:00:00+02:00;309;7886;687;0;89;7886;1;-6888,33;1;5;1;7;1;0;0;0;0;
2025-06-28T13:15:00+02:00;417;8031;580;0;91;8031,33;1;-7033,33;1;5;1;7;1;0;0;0;0;
2025-06-28T13:30:00+02:00;1810;8093;580;0;93;8093;1;-5702;1;5,33;1;7;1;0;0;0;0;
2025-06-28T13:45:00+02:00;1501;8239;3426;0;98;8238,67;1;-3302,67;1;5;1;7;1;0;0;0;0;
2025-06-28T14:00:00+02:00;952;8068;956;0;100;8068,33;1;-6155,67;1;5,33;1;7;1;0;0;0;0;
2025-06-28T14:15:00+02:00;645;7471;28;0;100;7471;1;-6796,33;1;5,67;1;7;1;0;0;0;0;
2025-06-28T14:30:00+02:00;315;7359;28;0;100;7359,33;1;-7014,67;1;5,67;1;7;1;0;0;0;0;
2025-06-28T14:45:00+02:00;297;6569;29;0;100;6568,67;1;-6241,33;1;5;1;7;1;0;0;0;0;
2025-06-28T15:00:00+02:00;383;6483;28;0;100;6483;1;-6071,67;1;5,33;1;7;1;0;0;0;0;
2025-06-28T15:15:00+02:00;721;6307;28;0;100;6307;1;-5557,67;1;5;1;7;1;0;0;0;0;
2025-06-28T15:30:00+02:00;798;6251;28;0;99;6250,67;1;-5423,33;1;5;1;7;1;0;0;0;0;
2025-06-28T15:45:00+02:00;1280;5946;28;0;98;5946,33;1;-4637,33;1;5;1;7;1;0;0;0;0;
2025-06-28T16:00:00+02:00;963;5558;29;0;98;5558;1;-4565,33;1;5;1;7;1;0;0;0;0;
2025-06-28T16:15:00+02:00;834;5316;30;0;98;5315,67;1;-4451,33;1;5;1;7;1;0;0;0;0;
2025-06-28T16:30:00+02:00;994;4537;14;6;98;4536,67;1;-3535,33;1;5;1;7;1;0;0;0;0;
2025-06-28T16:45:00+02:00;986;4953;0;18;98;4953,33;1;-3985,33;1;5;1;7;1;0;0;0;0;
2025-06-28T17:00:00+02:00;958;4775;0;17;98;4775,33;1;-3834,33;1;5;1;7;1;0;0;0;0;
2025-06-28T17:15:00+02:00;719;4602;0;17;98;4602;1;-3899,67;1;5,33;1;7;1;0;0;0;0;
2025-06-28T17:30:00+02:00;625;4414;0;16;98;4414;1;-3805;1;5;1;7;1;0;0;0;0;
2025-06-28T17:45:00+02:00;382;4154;0;15;98;4154;1;-3787,33;1;5;1;7;1;0;0;0;0;
2025-06-28T18:00:00+02:00;289;4189;0;14;98;4189,33;1;-3914,33;1;5,33;1;7;1;0;0;0;0;
2025-06-28T18:15:00+02:00;275;4326;0;14;98;4326,33;1;-4065,67;1;5;1;7;1;0;0;0;0;
2025-06-28T18:30:00+02:00;329;3997;0;13;98;3997,33;1;-3681;1;5;1;7;1;0;0;0;0;
2025-06-28T18:45:00+02:00;361;3238;0;12;98;3237,67;1;-2888,67;1;5;1;7;1;0;0;0;0;
2025-06-28T19:00:00+02:00;375;2771;0;11;98;2770,67;1;-2406,67;1;5;1;7;1;0;0;0;0;
2025-06-28T19:15:00+02:00;301;1811;0;9;98;1810,67;1;-1520;1;5,33;1;7;1;0;0;0;0;
2025-06-28T19:30:00+02:00;373;1091;0;8;98;1090,67;1;-726,33;1;6;1;29,67;1;0;0;0;0;
2025-06-28T19:45:00+02:00;403;890;0;6;98;890;1;-493,67;1;6;1;62,33;1;0;0;0;0;
2025-06-28T20:00:00+02:00;1076;529;10;676;97;528,67;1;-122;1;5,33;1;7;1;0;0;0;0;
2025-06-28T20:15:00+02:00;1202;232;0;953;95;232;1;10;1;5;1;7;1;0;0;0;0;
2025-06-28T20:30:00+02:00;668;157;0;507;93;156,67;1;-2;1;5;1;7;1;0;0;0;0;
2025-06-28T20:45:00+02:00;1563;76;0;1490;89;75,67;1;-10,33;1;5;1;7;1;0;0;0;0;
2025-06-28T21:00:00+02:00;510;61;0;436;88;61;1;5,67;1;5;1;7;1;0;0;0;0;
2025-06-28T21:15:00+02:00;358;20;0;341;87;20,33;1;-9,67;1;5;1;7;1;0;0;0;0;
2025-06-28T21:30:00+02:00;363;2;0;364;86;2;1;-10,33;1;5,67;1;7;1;0;0;0;0;
2025-06-28T21:45:00+02:00;869;0;0;861;85;0,33;1;-0,67;1;5;1;7;1;0;0;0;0;
2025-06-28T22:00:00+02:00;2047;0;0;2025;80;0,33;1;14,33;1;16;1;203,33;1;0;0;0;0;
2025-06-28T22:15:00+02:00;1389;0;0;1377;76;0,33;1;5;1;19,67;1;970,33;1;0;0;0;0;
2025-06-28T22:30:00+02:00;1445;0;0;1442;72;0;0;-3,67;1;18,33;1;1057,33;1;0;0;0;0;
2025-06-28T22:45:00+02:00;1423;0;0;1421;68;0;0;-5,67;1;17,67;1;1126,33;1;0;0;0;0;
2025-06-28T23:00:00+02:00;1533;0;0;1529;64;0;0;-3;1;17;1;1189,67;1;0;0;0;0;
2025-06-28T23:15:00+02:00;400;0;0;391;62;0;0;1,33;1;6,67;1;84;1;0;0;0;0;
2025-06-28T23:30:00+02:00;298;0;0;288;61;0;0;3;1;5;1;7;1;0;0;0;0;
2025-06-28T23:45:00+02:00;301;0;0;288;60;0;0;7;1;5;1;7;1;0;0;0;0;
2025-06-29T00:00:00+02:00;303;0;0;286;60;0;0;11,33;1;5;1;7;1;0;0;0;0;
2025-06-29T00:15:00+02:00;295;0;0;298;59;0;0;-10,67;1;5;1;7;1;0;0;0;0;
2025-06-29T00:30:00+02:00;284;0;0;280;58;0;0;-2,67;1;5,33;1;7;1;0;0;0;0;
2025-06-29T00:45:00+02:00;283;0;0;267;58;0;0;8,67;1;5;1;7;1;0;0;0;0;
2025-06-29T01:00:00+02:00;304;0;0;298;57;0;0;-2;1;5;1;7;1;0;0;0;0;
2025-06-29T01:15:00+02:00;273;0;0;274;56;0;0;-9,33;1;5;1;7;1;0;0;0;0;
2025-06-29T01:30:00+02:00;282;0;0;285;55;0;0;-9,33;1;5;1;7;1;0;0;0;0;
2025-06-29T01:45:00+02:00;272;0;0;269;54;0;0;-3,67;1;5;1;7;1;0;0;0;0;
2025-06-29T02:00:00+02:00;294;0;0;293;53;0;0;-6,67;1;5,67;1;7;1;0;0;0;0;
2025-06-29T02:15:00+02:00;267;0;0;262;52;0;0;-2,33;1;5;1;7;1;0;0;0;0;
2025-06-29T02:30:00+02:00;284;0;0;281;51;0;0;-2,33;1;5;1;7;1;0;0;0;0;
2025-06-29T02:45:00+02:00;271;0;0;274;50;0;0;-11,67;1;5;1;7;1;0;0;0;0;
2025-06-29T03:00:00+02:00;289;0;0;277;49;0;0;5,33;1;5,33;1;7;1;0;0;0;0;
2025-06-29T03:15:00+02:00;282;0;0;279;48;0;0;-4;1;5;1;7;1;0;0;0;0;
2025-06-29T03:30:00+02:00;287;0;0;272;47;0;0;7,33;1;5;1;7;1;0;0;0;0;
2025-06-29T03:45:00+02:00;279;0;0;279;46;0;0;-7,33;1;5;1;7;1;0;0;0;0;
2025-06-29T04:00:00+02:00;270;0;0;264;45;0;0;-0,67;1;5;1;7;1;0;0;0;0;
2025-06-29T04:15:00+02:00;300;0;0;292;44;0;0;1,33;1;5;1;7;1;0;0;0;0;
2025-06-29T04:30:00+02:00;264;1;0;260;43;0,67;1;-2,33;1;5;1;7;1;0;0;0;0;
2025-06-29T04:45:00+02:00;288;0;0;286;42;0,33;1;-6,33;1;5;1;7;1;0;0;0;0;
2025-06-29T05:00:00+02:00;274;2;0;273;41;1,67;1;-8;1;5;1;7;1;0;0;0;0;
2025-06-29T05:15:00+02:00;299;1;0;298;40;0,67;1;-7,67;1;5;1;7;1;0;0;0;0;
2025-06-29T05:30:00+02:00;363;1;0;363;40;0,67;1;-8,33;1;5,33;1;7;1;0;0;0;0;
2025-06-29T05:45:00+02:00;429;14;0;416;38;14;1;-10;1;5;1;7;1;0;0;0;0;
2025-06-29T06:00:00+02:00;190;89;0;97;38;89,33;1;-1,67;1;5;1;7;1;0;0;0;0;
2025-06-29T06:15:00+02:00;262;144;0;117;38;143,67;1;-5;1;5;1;7;1;0;0;0;0;
2025-06-29T06:30:00+02:00;261;198;0;57;38;198;1;-1;1;5;1;7;1;0;0;0;0;
2025-06-29T06:45:00+02:00;220;245;0;19;38;245;1;-49,67;1;5;1;7;1;0;0;0;0;
2025-06-29T07:00:00+02:00;249;283;0;29;38;282,67;1;-66,67;1;5;1;7;1;0;0;0;0;
2025-06-29T07:15:00+02:00;213;317;0;16;38;317,33;1;-125;1;5,33;1;7;1;0;0;0;0;
2025-06-29T07:30:00+02:00;240;344;0;17;37;344,33;1;-123;1;5;1;7;1;0;0;0;0;
2025-06-29T07:45:00+02:00;228;389;0;15;37;388,67;1;-177,33;1;5;1;7;1;0;0;0;0;
2025-06-29T08:00:00+02:00;228;438;0;14;37;438,33;1;-226;1;5;1;7;1;0;0;0;0;
2025-06-29T08:15:00+02:00;260;586;0;14;37;586,33;1;-341,67;1;5;1;7;1;0;0;0;0;
2025-06-29T08:30:00+02:00;242;904;0;14;37;904;1;-676;1;5;1;19,67;1;0;0;0;0;
2025-06-29T08:45:00+02:00;946;1202;0;325;37;1202,33;1;-585;1;5,33;1;71,33;1;0;0;0;0;
2025-06-29T09:00:00+02:00;554;1452;0;154;36;1451,67;1;-1054;1;5,33;1;24,33;1;0;0;0;0;
